age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,signature_id
19,Private,46162,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K,pWqOLuuW
38,Private,215917,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,JwSdBgPC
22,Self-emp-not-inc,269474,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,FSngKsZN
36,Private,284616,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,OJDFCUZp
41,State-gov,47902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,hCSXyvQd
27,Private,146764,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,SsAmTgTh
38,Private,132879,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,cxjdHGBi
46,Private,376789,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K,zjYtIfJU
48,Federal-gov,72808,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,<=50K,uMMIpZZY
44,Self-emp-inc,133060,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,?,xTlXobDD
26,Private,247025,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,THJLvwDL
43,Self-emp-not-inc,185413,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K,kUwvquuK
21,Private,177420,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,<=50K,RxVttzFv
54,Private,172962,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,1340,40,United-States,<=50K,CAtZcNjb
21,Private,185948,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,BxBawTMu
24,Private,69045,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K,WJRwxCzQ
43,Private,156403,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,tKBzFmJP
21,Private,126314,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K,HcEmoHre
48,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,ilVVUEiI
54,Self-emp-not-inc,136224,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,cCFSzIgq
36,Private,209993,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,40,El-Salvador,<=50K,PmngHSCC
27,Private,289147,Bachelors,H,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,fsaRcDpz
21,Private,216181,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,QgvLMzKs
65,Private,205309,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,?,IHWgLJAp
63,Private,67903,9th,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,kLRUHEbv
21,?,227521,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K,MmFrvenp
39,Private,123983,Bachelors,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,<=50K,QgFjxhBt
53,Private,170701,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,LfbItLwh
38,Private,80303,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,?,EJuYbenJ
47,Private,21906,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K,EGsIvukr
48,Private,162096,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,45,China,<=50K,LKaUitlQ
29,Private,204663,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,3325,0,40,United-States,<=50K,dnuwzNoh
22,Private,65225,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,xOuKSbpf
46,Private,182689,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,Wpzxbqtq
27,Private,145284,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,KEUjljcj
42,Federal-gov,296798,11th,Y,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States,<=50K,tuFwuZTU
32,Self-emp-not-inc,261056,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,2174,0,60,?,?,noScNecn
29,Private,410351,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,uhUCvawu
30,Private,141118,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,qkIQTdgC
29,Private,250967,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,KFLIAyOi
38,State-gov,149135,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,NLhQQzDx
53,Private,171924,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14344,0,55,United-States,>50K,nPnYnVaf
19,Private,39026,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,vCKAvWql
62,?,55621,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,35,United-States,?,oLMIreSw
25,Local-gov,63996,HS-grad,I,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,nlbbySmH
41,Private,120277,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,qFErHvCv
66,Private,169804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,>50K,hsQBLLrl
38,Private,197113,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K,vasSYFYD
48,Private,64156,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,HjuwjvUQ
27,Local-gov,67187,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,33,United-States,<=50K,RfMDClkn
30,Private,260782,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,?,<=50K,ZpgikNnW
19,Private,73461,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K,wGJIiHkG
56,Private,174351,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K,hNwvOPba
43,Private,147110,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,mAryuxmn
30,State-gov,119197,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K,inZJvMWG
44,Private,201908,HS-grad,T,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States,<=50K,ErFmmxEZ
19,Private,172582,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,?,MgCESjcH
53,Federal-gov,130703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,yNlAZWGN
46,Federal-gov,20956,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,?,sNSkflhp
18,Private,145005,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,bgedbCmp
24,Private,204935,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,56,United-States,<=50K,wyBJgDGc
55,Private,184882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,United-States,>50K,crzKIbRM
41,Private,187431,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,yuHbHoVt
39,Private,326342,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,2635,0,37,United-States,<=50K,bwZssdWC
58,Federal-gov,208640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,tlfwFmtR
22,Private,188274,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,oUEYNDKN
55,Private,101468,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,hrrbzLws
42,State-gov,109462,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,<=50K,GlxThTlr
37,Self-emp-not-inc,119992,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K,jEEWoBIF
24,Private,254293,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,45,United-States,<=50K,fxBbPIzA
22,Private,238917,11th,J,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,El-Salvador,<=50K,qmQjumds
25,Private,188507,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Dominican-Republic,<=50K,WSxPMBOg
41,Self-emp-not-inc,284086,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K,jOHmieUz
40,State-gov,23037,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,84,United-States,<=50K,NjmTVxgg
31,Private,145791,Assoc-voc,P,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,NqghXvUN
43,Private,221550,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,?,IeOEKvIf
61,Private,85194,Some-college,E,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K,dklaIIMS
38,Private,248011,11th,7,Divorced,Transport-moving,Unmarried,White,Male,0,0,55,United-States,<=50K,iLFTiykG
24,Private,200295,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,VbPGCCbJ
25,Private,193051,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,<=50K,IffIVjWb
32,Local-gov,194901,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2057,70,United-States,<=50K,wrOAMTVz
46,Private,20534,Masters,D,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,hQQZIoMs
38,Local-gov,338611,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,tvjfIumL
42,Self-emp-not-inc,152889,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K,UsqLGguM
44,State-gov,55076,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,iSNCsTVn
64,Private,43738,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K,KCUYrFhQ
31,Local-gov,201697,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,vRFqMxRY
42,Private,212760,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,?,DyDovbdv
34,Self-emp-inc,343789,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K,HXRDODcy
20,State-gov,177787,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,givgtzsC
21,Private,198050,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,NtZmNLxM
19,Private,389143,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,wOkgNcUF
28,Private,214689,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K,UHhgWLSR
23,Self-emp-inc,295254,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,qpdxvKwU
18,?,201299,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,QNqEKmIW
38,Private,374983,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,?,RZwMedNe
25,Private,185287,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,JYRkDCqE
60,Private,181954,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,25,Iran,<=50K,SdUjdetm
56,Private,208431,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,32,United-States,<=50K,bEBvthNR
50,Private,330543,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,iBqGLpDZ
44,Private,174051,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,GoYiXxEq
47,Private,268022,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K,PDVGbEJk
30,Private,246439,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,bAWawArr
43,Private,347934,HS-grad,S,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,pMMnPDMK
34,Private,209900,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,FJqZwjLg
45,Private,166929,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,jfBwDPnH
42,Self-emp-inc,90693,Bachelors,S,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,IfKaYaso
24,?,412156,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,<=50K,sWRyUoKm
25,Private,117833,Bachelors,C,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K,SrQWiypk
62,?,68461,Doctorate,16,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K,qNuzTgzT
64,?,168340,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,?,?,HpZhwhiU
65,?,273569,HS-grad,9,Widowed,?,Unmarried,White,Male,0,0,40,United-States,<=50K,YcTWSqYf
49,Self-emp-not-inc,215096,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,bZsJAHoB
42,State-gov,197344,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,PcYuXmCb
58,Private,194733,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,IkXpbeLO
52,State-gov,295826,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,1876,50,United-States,<=50K,QLFwZdzQ
17,Private,75333,10th,6,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,<=50K,HFLhAwMJ
49,Local-gov,194895,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States,>50K,MnIwQBpF
40,Private,160369,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,45,United-States,>50K,qKDjjKsK
28,Private,267912,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K,qoFavLug
18,Private,198087,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,cVOdkcdk
40,Local-gov,105717,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States,<=50K,bTgksdfi
35,Private,240467,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,qFAIkQCd
26,Private,211231,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,kYjJrteW
22,Private,39432,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,MlmdbsDb
62,?,182687,Some-college,O,Married-civ-spouse,?,Wife,White,Female,0,0,45,United-States,?,xqrgvjvZ
48,Private,358382,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,52,United-States,<=50K,sofjZybC
40,Self-emp-not-inc,151504,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,sTefWBlo
42,Private,188808,Bachelors,P,Divorced,Adm-clerical,Unmarried,White,Male,0,0,30,United-States,<=50K,AsWvuvmm
19,Private,311293,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,<=50K,zpDsPRfO
61,?,274499,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K,EqdHskiF
47,Private,459189,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,bPQdiiPr
23,Private,218899,Bachelors,I,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,<=50K,NRcuFOKW
45,Private,229967,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,13550,0,50,United-States,>50K,jELbppTH
28,Self-emp-not-inc,191027,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,oVEXOQls
20,Private,196745,Some-college,10,Never-married,Other-service,Own-child,White,Female,594,0,16,United-States,<=50K,tVwpwmvL
34,Self-emp-not-inc,111985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,xYFMnSDk
43,Federal-gov,195897,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,40,United-States,>50K,knVsoMKl
20,Private,117767,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,?,GTbfQsty
53,Private,48413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,vSMVqsyH
58,Private,84231,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,VzzMxMJA
45,Federal-gov,60267,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,snpMQiPG
41,Private,134130,Bachelors,Q,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,tXcRxPUb
50,State-gov,45961,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6849,0,40,United-States,<=50K,HSCWvhwW
28,Private,291374,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,?,Zabftcbg
34,Private,34374,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,fFJpwGQt
20,State-gov,200819,HS-grad,O,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,UvGfIXUn
21,Private,39943,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,cQfMgqmo
90,Private,84553,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,xenkRTee
46,Self-emp-not-inc,95256,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,rbwpwXCh
32,Private,202498,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Columbia,<=50K,wFFMlpjp
40,Private,85019,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,?,>50K,BqfMVcJD
65,Self-emp-not-inc,99359,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,1086,0,60,United-States,<=50K,QtoyxlMG
30,Private,215808,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K,neymndmr
28,Self-emp-not-inc,160786,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,JLWcEtEd
23,Private,190273,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,JhkLEwGu
67,Self-emp-inc,127605,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40,United-States,>50K,nSxTPunG
46,Private,35406,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K,SHsVvFLx
31,Private,177675,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,HTdpABKu
43,Private,131435,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,ZCwDdSnb
20,Private,73266,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,?,IdMaLruo
25,Private,178478,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,QLefihro
41,Private,223548,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,mwmKhNmt
49,Private,66385,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,United-States,<=50K,NDjyuZue
90,?,77053,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,4356,40,United-States,<=50K,QDzLULPK
77,?,132728,Masters,14,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,<=50K,gkcelleh
33,Private,118941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,hatoFjqB
29,Private,135791,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,50,Cuba,>50K,dGycojRd
39,Private,299828,5th-6th,3,Separated,Sales,Unmarried,Black,Female,0,0,30,Puerto-Rico,<=50K,qkxmVjnL
24,Federal-gov,44075,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,JKepTtrq
18,Private,101795,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,RmkJvhHr
48,State-gov,353824,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K,PGnORjHx
58,Self-emp-not-inc,165315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K,nQtvFNzb
60,?,155977,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,54,United-States,<=50K,pavoPPUz
35,Private,22463,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,enhDtQaK
67,Private,192995,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,6723,0,40,United-States,<=50K,uPJviagq
44,Self-emp-not-inc,193882,Prof-school,A,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,MhoTZspt
32,Self-emp-not-inc,189461,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K,CGbjXKvv
37,Private,342642,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,CdoSXmeQ
47,Private,161950,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,AHbCJjup
18,Private,345285,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,SyBlZVOu
37,Private,230035,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K,PGKSIXFS
18,Self-emp-not-inc,42857,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K,wLhqeSyl
61,Self-emp-not-inc,224784,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,90,United-States,<=50K,fvWSiKmK
38,State-gov,125499,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,60,India,>50K,HIfIsIOm
39,Private,181661,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,elJgtSWY
65,?,94809,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,VXTXizIX
30,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K,AewLucin
22,Private,34616,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,IySojNxa
17,Private,350538,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,bjatzGOF
51,Federal-gov,68898,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,wAZDPdYe
51,?,182543,1st-4th,2,Separated,?,Unmarried,White,Female,0,0,40,Mexico,<=50K,PphOqcqW
24,Private,152724,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K,wcPCssKo
19,?,400356,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,QQOhBSQI
53,Private,189511,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,dNRKkjqH
51,?,22743,HS-grad,H,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K,qtWXeQgl
23,Private,228243,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K,JgqZGFky
27,Private,201017,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K,WcaMsEZK
25,?,177839,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,CgBZXDQu
30,Private,224462,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,iCcBjXAh
41,Private,362815,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,DyvblhSj
57,Private,224174,Assoc-voc,11,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,40,?,<=50K,iycYlhFV
25,Private,308144,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,yCRdcSZN
29,Private,31659,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,2202,0,45,United-States,<=50K,QYruUhKw
38,Self-emp-not-inc,126569,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,60,United-States,<=50K,tYUDqgfj
29,Private,472344,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K,hRjSUEnR
29,Self-emp-not-inc,58744,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,<=50K,PnsoOHto
41,State-gov,144928,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,tQQbsrkJ
43,Private,96483,HS-grad,9,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,South,<=50K,AOOdQYCn
23,Private,325596,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,RMJxFHmo
43,Self-emp-not-inc,147230,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,xtlJTXAL
49,Private,200949,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,38,Peru,<=50K,xnPzQgDh
32,Private,215912,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K,kzonwGFy
64,Private,86837,Preschool,1,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,ynIFnolN
