age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,education_encoded
77,Self-emp-not-inc,34761,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,6
39,Private,111268,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,10
36,Self-emp-inc,184456,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,55,United-States,>50K,10
33,Private,217460,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,8
31,Self-emp-not-inc,175856,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,12
57,Private,218649,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,12
34,Self-emp-not-inc,168906,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,16
59,Private,147989,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,16
59,Local-gov,62020,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,12
21,Private,67804,9th,5.0,Never-married,Machine-op-inspct,Own-child,Black,Male,20,United-States,<=50K,7
35,Private,187415,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,United-States,<=50K,5
52,Private,163051,12th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,3
22,State-gov,203518,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,16,United-States,<=50K,16
48,Local-gov,328610,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,13
38,Private,308171,Some-college,10.0,Separated,Tech-support,Unmarried,Black,Female,50,United-States,<=50K,16
53,Federal-gov,164195,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,16
45,Private,102559,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada,>50K,9
34,Private,116910,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,12
31,Private,168961,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K,12
27,Private,108431,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,16
31,Private,57781,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,12
22,Private,230704,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Own-child,Black,Male,20,Jamaica,<=50K,8
49,Private,31339,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
39,Private,380614,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K,16
36,Private,218689,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,13
49,Self-emp-not-inc,181307,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K,15
46,Private,194063,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,2
29,Private,147755,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,32,United-States,<=50K,12
35,Private,239415,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K,12
35,Private,28160,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,10
45,State-gov,255456,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India,>50K,13
21,Private,223019,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,12
38,State-gov,534775,Some-college,10.0,Never-married,Tech-support,Unmarried,Black,Female,50,United-States,<=50K,16
28,Private,411950,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,12
31,Private,248653,1st-4th,10.06420796100731,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,Mexico,<=50K,4
25,Private,205337,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,10
32,Private,198265,1st-4th,2.0,Never-married,Exec-managerial,Own-child,White,Male,21,United-States,<=50K,4
40,Private,343068,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,<=50K,13
31,Private,132601,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,12
28,Private,163265,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,United-States,<=50K,7
39,Private,98776,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,16
37,Private,271767,Masters,14.0,Separated,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,13
28,Self-emp-not-inc,214689,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,2
64,Private,265786,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,5
28,Private,34292,HS-grad,10.06420796100731,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,12
33,Private,134886,Some-college,10.06420796100731,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,16
39,Private,204756,Some-college,10.06420796100731,Divorced,Craft-repair,Not-in-family,White,Female,20,United-States,<=50K,16
31,Private,387116,Some-college,10.06420796100731,Never-married,Adm-clerical,Not-in-family,Black,Female,36,Jamaica,<=50K,16
27,Self-emp-not-inc,328518,Assoc-voc,11.0,Never-married,Prof-specialty,Other-relative,White,Male,30,United-States,<=50K,9
18,Private,163067,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Female,40,United-States,<=50K,16
21,Private,119673,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,16
23,Private,116934,10th,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K,1
41,Private,208330,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,51,United-States,<=50K,16
40,Private,165309,7th-8th,4.0,Separated,Craft-repair,Not-in-family,White,Female,8,United-States,<=50K,6
28,Federal-gov,72514,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,72,United-States,<=50K,16
27,Private,159623,Some-college,10.06420796100731,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,16
47,Private,332465,Some-college,10.0,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,16
56,Self-emp-not-inc,73746,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,16
31,State-gov,286911,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,<=50K,16
18,Private,267965,11th,10.06420796100731,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K,2
19,Private,201178,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K,12
78,Self-emp-inc,212660,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,United-States,<=50K,2
21,Private,149224,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Male,30,United-States,<=50K,16
39,Self-emp-inc,151029,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,12
38,Private,173858,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,China,>50K,10
19,State-gov,194260,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,16
35,Private,180419,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,12
41,Private,109762,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,12
46,Local-gov,216214,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,10
33,Private,201122,HS-grad,9.0,Separated,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,12
20,Private,129024,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,16
26,Private,177929,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K,10
39,Private,301568,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,16
25,Private,38090,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,44,United-States,<=50K,10
36,Private,61178,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,2
32,Self-emp-not-inc,52647,10th,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,1
43,Private,37402,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,25,United-States,<=50K,13
28,Private,50814,HS-grad,10.06420796100731,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,12
30,Private,121308,Some-college,10.0,Divorced,Sales,Own-child,White,Male,40,United-States,<=50K,16
55,Private,236731,1st-4th,2.0,Never-married,Other-service,Not-in-family,White,Male,40,Dominican-Republic,<=50K,4
60,Local-gov,93272,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,12
23,Private,358355,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,Mexico,<=50K,5
45,Private,101656,10th,10.06420796100731,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K,1
38,Private,114591,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,10
20,Private,528616,5th-6th,3.0,Never-married,Other-service,Other-relative,White,Male,40,Mexico,<=50K,5
43,Private,143583,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,1
40,Private,150528,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,10
31,Private,19302,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,<=50K,8
52,Private,254230,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,7
43,Private,210013,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
38,Federal-gov,68840,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,16
22,Private,263970,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,28,United-States,<=50K,16
25,Private,87487,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,<=50K,10
46,Self-emp-inc,110457,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,13
51,Local-gov,110327,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,10
30,Private,255004,Assoc-acdm,12.0,Divorced,Sales,Not-in-family,White,Male,52,United-States,<=50K,8
67,Private,64148,Some-college,10.0,Divorced,Other-service,Unmarried,Black,Female,41,United-States,<=50K,16
29,Private,79387,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,10
58,Private,105060,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,37,United-States,<=50K,16
66,Self-emp-not-inc,81413,10th,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K,1
38,Local-gov,273457,Some-college,10.06420796100731,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,16
35,State-gov,94529,HS-grad,9.0,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,<=50K,12
42,Private,337276,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,16
34,Private,139890,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,16
61,Private,210464,HS-grad,9.0,Divorced,Adm-clerical,Other-relative,Black,Female,35,United-States,<=50K,12
58,Local-gov,44246,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,7
44,Private,267717,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,13
56,Private,169560,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,12
29,Private,196117,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,10
38,Private,174717,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,10
33,Local-gov,113364,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,12
55,Self-emp-not-inc,376548,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,12
32,Private,296538,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,<=50K,12
31,Private,111567,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,10
23,Private,291248,HS-grad,9.0,Never-married,Machine-op-inspct,Other-relative,Black,Male,40,United-States,<=50K,12
45,Private,72393,Bachelors,13.0,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K,10
35,Private,141584,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,13
36,Private,183279,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
51,Private,133461,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,16
52,Private,165998,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,16
25,Private,230292,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
51,Private,204567,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,9
44,Private,177083,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,12
63,Private,130968,9th,5.0,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,7
49,Private,115784,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K,9
53,Private,98561,HS-grad,9.0,Widowed,Tech-support,Not-in-family,White,Male,39,United-States,>50K,12
41,Private,289886,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,Other,Male,40,Nicaragua,<=50K,5
21,Private,116934,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,16
42,Private,223763,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,13
17,Private,209949,11th,7.0,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K,2
44,Private,191256,HS-grad,10.06420796100731,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,12
57,Private,46699,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,12
30,Private,393965,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,8
21,Private,197200,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,16
67,Private,126514,Some-college,10.0,Widowed,Craft-repair,Not-in-family,White,Female,4,United-States,<=50K,16
61,Private,232808,10th,6.0,Divorced,Other-service,Not-in-family,White,Male,24,United-States,<=50K,1
48,Private,273828,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,<=50K,5
31,Private,226443,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
29,Private,131712,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,2
32,Private,188246,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,16
39,State-gov,112812,HS-grad,9.0,Married-civ-spouse,Protective-serv,Other-relative,White,Female,40,United-States,<=50K,12
45,Private,145636,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,>50K,13
51,Federal-gov,223206,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam,>50K,11
33,Private,93034,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Laos,<=50K,9
37,Federal-gov,408229,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,12
47,Private,344916,Assoc-acdm,12.0,Divorced,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,8
32,Private,183916,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,34,United-States,<=50K,12
19,Private,100999,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,16
29,Private,336624,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,10
26,Private,132179,Bachelors,10.06420796100731,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,10
50,Private,129956,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,12
38,Private,205339,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,7
20,Private,190423,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,16
63,Self-emp-not-inc,125178,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,10
44,Local-gov,203761,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,10
28,Private,105817,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,10
45,Private,191098,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,<=50K,10
41,Federal-gov,187462,Assoc-voc,11.0,Divorced,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,9
32,State-gov,171111,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,37,United-States,<=50K,10
46,Private,216292,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,12
27,Local-gov,68729,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,12
58,State-gov,279878,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,13
34,Self-emp-not-inc,204742,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,62,United-States,<=50K,12
22,Private,51262,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,12
24,Private,198349,11th,7.0,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,2
50,Private,185846,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,12
27,Private,130856,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,10
20,Private,186014,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,38,United-States,<=50K,12
35,Private,281982,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,12
56,Private,357118,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,13
31,Private,197023,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,9
22,Private,150175,Some-college,10.06420796100731,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,16
44,Private,173682,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,16
50,Private,104501,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,13
30,State-gov,218640,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K,16
21,Private,147655,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,12
23,Private,74568,Some-college,10.06420796100731,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,16
37,State-gov,239409,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,13
62,Private,197918,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,12
30,Private,87054,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,12
33,Private,62155,Some-college,10.0,Never-married,Sales,Not-in-family,Black,Male,35,United-States,<=50K,16
31,Private,181091,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,12
44,State-gov,296326,Bachelors,10.06420796100731,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,10
46,Private,37672,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Female,15,United-States,<=50K,12
42,Private,210534,5th-6th,10.06420796100731,Separated,Adm-clerical,Other-relative,White,Male,40,El-Salvador,<=50K,5
22,Private,198244,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K,12
35,Private,200153,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,13
54,Private,220055,Bachelors,13.0,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K,10
34,Private,189759,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,10
33,Self-emp-not-inc,218164,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,12
78,Private,27979,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,<=50K,12
76,Private,84428,Some-college,10.0,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,37,United-States,<=50K,16
52,Private,35576,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,12
56,Federal-gov,61885,Bachelors,10.06420796100731,Never-married,Transport-moving,Not-in-family,Black,Male,65,United-States,<=50K,10
53,Private,142411,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,9
44,Private,118536,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,7
18,Private,201901,11th,7.0,Never-married,Sales,Own-child,White,Female,10,United-States,<=50K,2
43,Federal-gov,114537,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
65,Private,190568,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K,12
40,Private,65866,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,16
36,Private,162651,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Male,40,Columbia,<=50K,12
35,Private,90406,11th,7.0,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,2
23,Private,275244,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,35,United-States,<=50K,12
18,Private,350400,11th,7.0,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,2
49,Private,107373,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,>50K,1
25,Private,28008,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,8
19,Private,87515,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,44,Germany,<=50K,12
58,Private,315081,Assoc-acdm,10.06420796100731,Married-civ-spouse,Sales,Husband,White,Male,42,United-States,>50K,8
28,Private,114673,Masters,14.0,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,13
43,Private,173728,Bachelors,13.0,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,10
35,Local-gov,185769,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,16
51,Self-emp-inc,189183,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,10
46,Private,224559,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,12
40,Local-gov,38876,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,<=50K,12
20,Private,170091,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,16
28,Private,183445,HS-grad,9.0,Separated,Priv-house-serv,Own-child,White,Female,40,Guatemala,<=50K,12
46,Local-gov,375675,12th,8.0,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,>50K,3
21,Private,304949,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,16
20,Private,121313,10th,6.0,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,1
61,Private,29797,HS-grad,9.0,Divorced,Sales,Other-relative,White,Female,40,United-States,<=50K,12
36,Private,192614,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,56,United-States,<=50K,12
25,Private,182810,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,37,United-States,>50K,16
37,Private,188571,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,12
40,Private,53506,Bachelors,13.0,Divorced,Craft-repair,Own-child,White,Female,40,United-States,<=50K,10
46,Private,375606,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,11
36,Local-gov,322770,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,Jamaica,>50K,16
44,Private,167333,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,12
34,Private,398874,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,42,United-States,<=50K,10
29,Private,168526,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,25,United-States,<=50K,12
39,Private,370585,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,12
48,Local-gov,127921,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,10
32,Private,131568,Some-college,10.06420796100731,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,16
68,Private,144056,HS-grad,10.06420796100731,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,12
55,Federal-gov,145401,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,10
41,Self-emp-not-inc,408498,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,12
30,Private,247444,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Nicaragua,<=50K,16
44,Private,177905,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,White,Male,58,United-States,>50K,16
30,Private,159187,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,10
25,Private,27411,Bachelors,10.06420796100731,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,10
36,Private,135289,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,12
62,Self-emp-not-inc,182998,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K,6
40,Private,53727,Masters,14.0,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,13
66,Self-emp-inc,102663,7th-8th,4.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,6
41,Private,225978,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,<=50K,10
