age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
20,0,162282,1,10.0,1,6,2,0,0,60,0,0
20,0,228649,1,10.0,1,0,2,0,0,30,0,0
29,0,163708,2,13.0,0,3,4,2,1,45,0,1
60,0,338833,0,9.0,1,3,1,1,1,38,0,0
71,2,365996,2,13.0,4,1,3,0,1,6,0,0
59,0,171015,1,10.0,1,3,2,0,1,34,0,0
34,0,132565,11,8.0,0,0,0,0,0,40,0,0
33,0,171889,11,10.0,1,4,2,0,1,35,0,0
34,0,183778,0,10.0,0,0,0,0,0,40,0,0
40,0,110732,0,9.0,1,3,2,0,1,50,0,0
32,5,127651,2,13.0,0,1,0,0,0,40,0,1
51,5,217647,1,10.0,2,1,1,1,1,40,0,0
44,0,180609,1,10.0,2,0,1,0,0,42,0,0
72,0,135378,8,4.0,4,5,3,1,1,20,0,0
22,0,187592,1,10.0,1,2,1,0,0,30,0,0
38,5,95432,0,9.0,0,3,0,0,0,40,0,1
36,2,74593,1,10.0,0,2,0,0,0,40,0,0
73,0,247355,0,9.0,0,7,0,0,0,16,1,0
44,4,78374,3,14.0,2,2,3,2,1,40,0,0
47,0,202117,0,9.0,2,4,1,0,1,37,0,0
43,1,118261,3,10.0,2,5,3,0,1,30,0,0
30,0,70377,0,10.0,2,1,2,0,1,40,0,0
41,4,94113,3,14.0,0,2,0,0,0,60,0,1
61,0,316359,1,10.0,2,4,1,0,1,40,0,0
36,0,33394,2,13.0,0,4,0,0,0,35,0,1
26,0,266912,0,9.0,0,4,0,0,0,50,0,1
20,0,170091,1,10.0,1,3,2,0,1,10,0,0
30,0,53158,6,12.0,1,10,1,0,1,40,0,0
44,2,264016,2,13.0,0,1,5,1,1,40,0,0
26,0,112847,0,9.0,1,8,1,0,0,40,0,0
40,0,177083,0,9.0,2,2,3,0,1,50,0,0
45,0,51744,2,13.0,1,2,1,0,1,42,0,0
66,0,207917,8,10.0,0,5,0,1,0,20,0,0
44,0,443040,0,9.0,0,8,0,1,0,40,0,0
63,4,165611,2,13.0,0,2,0,0,0,35,0,0
18,0,234428,5,7.0,1,5,2,0,0,20,0,0
46,0,155489,0,10.0,0,3,0,0,0,58,0,1
29,0,339100,5,7.0,2,0,1,0,1,48,0,0
36,0,108320,0,9.0,2,7,2,0,0,40,0,0
27,0,153475,2,13.0,1,4,1,0,1,40,0,0
41,0,29927,4,11.0,2,1,3,0,1,40,0,0
41,0,220531,12,16.0,0,1,0,0,0,50,0,1
45,0,205424,2,13.0,1,1,1,0,0,40,0,1
32,3,200469,1,10.0,1,11,3,1,1,40,0,0
26,0,130620,6,12.0,5,0,5,2,1,40,0,0
22,0,369549,1,10.0,1,5,1,1,1,30,0,0
53,0,106176,3,10.0,0,4,0,0,0,60,0,1
66,0,180211,2,13.0,0,0,0,2,0,30,1,0
25,0,198587,1,10.0,1,10,1,1,1,50,0,0
27,0,267912,13,10.0,0,5,0,0,0,52,1,0
19,0,63574,1,10.0,1,0,2,0,0,50,0,0
36,0,146412,1,10.0,2,3,3,0,1,40,0,0
44,2,34935,1,10.0,1,5,2,1,0,40,0,0
40,0,116632,2,13.0,1,4,2,0,0,40,0,0
50,0,283676,1,10.0,2,0,1,0,0,40,0,0
50,0,99925,0,10.0,0,3,0,0,0,32,0,0
22,0,65704,0,9.0,1,4,2,0,1,40,0,0
40,0,218653,1,10.0,0,1,0,0,0,40,0,0
25,0,255004,1,10.0,1,4,2,0,0,30,0,0
28,0,584790,4,11.0,0,5,0,0,0,40,0,1
60,5,142769,1,10.0,0,0,0,0,0,40,0,1
69,0,473040,13,3.0,2,0,1,0,0,40,0,0
52,5,30731,0,9.0,0,2,0,0,0,40,0,1
23,0,90729,5,7.0,1,6,3,4,0,40,0,0
34,0,123291,7,6.0,1,8,5,0,0,40,0,0
50,0,148953,0,9.0,0,7,0,0,0,50,0,1
59,0,93655,1,10.0,0,0,0,0,0,40,0,0
27,0,135296,3,14.0,1,2,1,0,1,40,0,0
59,0,750972,0,9.0,0,6,0,0,0,40,0,0
47,0,573583,0,9.0,0,7,0,0,0,48,1,1
44,0,148316,6,12.0,0,5,0,0,0,40,0,0
26,0,186463,1,10.0,0,7,0,0,0,40,0,0
27,0,506436,1,10.0,2,4,3,0,1,40,1,0
27,3,68393,2,13.0,1,3,1,0,1,40,0,0
48,2,452402,12,16.0,1,1,3,1,1,15,0,0
56,0,198388,0,9.0,2,3,1,0,1,40,0,0
61,0,101265,1,10.0,2,3,3,0,1,43,0,0
44,2,254146,3,14.0,0,1,0,0,0,40,0,1
19,0,277695,15,1.0,1,9,1,0,0,36,1,0
35,0,169672,1,10.0,0,0,0,0,0,40,0,0
29,2,277323,0,9.0,1,11,3,0,0,45,0,0
45,0,177536,2,13.0,0,2,0,0,0,45,1,1
49,1,355978,9,15.0,0,1,0,0,0,35,0,1
68,0,168794,15,1.0,1,6,1,0,0,10,0,0
27,0,423250,1,10.0,0,2,0,0,0,60,0,0
35,1,32528,0,9.0,0,7,0,0,0,50,0,0
54,0,117198,0,9.0,4,3,3,1,1,40,0,0
26,0,206199,0,9.0,1,3,2,1,0,40,0,0
34,0,161153,2,13.0,0,1,0,0,0,40,0,0
29,2,205262,1,10.0,1,3,1,4,0,40,1,0
29,0,133937,12,10.0,1,1,2,0,0,40,0,0
41,0,266047,2,13.0,0,0,0,0,0,40,0,1
32,2,210448,1,10.0,0,0,5,0,0,40,0,0
28,0,164170,4,11.0,0,3,4,2,1,40,1,0
41,0,230959,2,13.0,1,3,2,2,1,40,1,0
22,0,269687,1,10.0,1,4,2,0,0,35,0,0
17,0,266497,10,5.0,1,8,5,0,0,40,1,0
47,0,213668,1,10.0,3,6,1,0,0,65,0,1
19,0,219671,1,10.0,1,1,1,0,1,20,0,0
64,1,253296,0,9.0,4,5,5,0,1,40,0,0
35,0,108907,0,9.0,3,6,3,0,0,40,0,0
25,0,133373,0,9.0,0,7,0,0,0,60,0,0
33,1,249249,13,3.0,0,0,0,0,0,50,0,1
58,2,248739,0,9.0,1,5,1,0,0,40,0,0
23,2,267843,2,13.0,1,1,2,1,1,32,0,0
35,0,186934,2,13.0,0,4,0,0,0,50,0,1
44,0,167005,1,10.0,0,0,0,0,0,55,0,0
42,1,93099,1,10.0,0,1,2,0,1,25,0,0
36,0,114988,0,9.0,1,5,1,0,1,40,0,0
20,0,289982,0,9.0,1,4,2,0,1,10,1,0
34,4,177675,1,10.0,0,2,0,0,0,65,0,1
34,0,320077,2,13.0,2,1,1,0,1,50,0,1
21,3,99199,3,14.0,1,7,2,0,0,15,0,0
41,0,197907,0,9.0,1,10,1,1,1,40,0,0
46,0,188950,2,13.0,0,0,0,0,0,50,0,1
35,0,206951,1,10.0,0,4,0,0,0,40,0,1
19,0,387215,1,10.0,1,10,2,0,0,16,0,0
39,0,191524,0,9.0,2,3,3,0,1,40,0,0
49,0,215389,2,13.0,0,6,0,1,0,48,0,0
30,0,196385,1,10.0,0,0,0,0,0,45,0,1
55,1,73684,2,13.0,0,4,0,0,0,65,0,1
42,0,136986,0,9.0,0,2,0,0,0,35,0,1
17,0,25690,7,6.0,1,5,2,0,1,10,0,0
49,0,201127,5,7.0,0,7,0,0,0,70,0,0
36,0,279721,0,9.0,0,7,0,0,0,40,0,0
32,0,313729,0,9.0,0,3,0,0,0,40,0,0
18,0,256179,1,10.0,1,0,2,0,0,10,0,0
35,1,455379,0,9.0,0,7,0,0,0,65,0,0
28,0,200819,8,4.0,2,0,2,0,0,84,0,0
37,0,239397,7,6.0,0,6,0,0,0,40,1,0
38,0,272476,2,13.0,0,1,4,0,1,24,0,0
27,0,154210,5,7.0,5,4,2,2,0,35,1,0
32,0,233838,0,9.0,0,7,0,1,0,50,0,0
43,4,304906,2,13.0,0,4,0,0,0,45,0,1
64,1,104958,8,10.0,0,0,0,0,0,70,0,0
33,0,269705,0,9.0,0,8,0,0,0,40,0,0
38,1,89202,1,10.0,2,0,1,0,0,40,0,0
37,0,95855,0,9.0,2,11,3,0,1,40,0,0
63,1,33487,8,4.0,0,9,0,0,0,70,0,1
22,0,229987,1,10.0,1,10,5,2,1,32,0,0
19,0,376540,0,9.0,1,3,1,0,1,30,0,0
72,6,121004,0,9.0,0,5,0,0,0,55,0,0
52,5,123011,0,9.0,2,3,1,0,0,45,0,0
20,0,320047,7,6.0,5,8,1,0,0,40,0,0
27,0,169544,1,10.0,0,6,0,0,0,50,0,0
18,1,161245,11,10.0,1,9,2,0,0,50,0,0
23,0,435835,0,9.0,1,4,1,0,0,55,0,0
22,0,189277,0,9.0,1,6,3,1,1,40,0,0
34,0,193036,1,10.0,0,3,0,1,0,40,0,1
56,0,258579,3,14.0,0,2,0,0,0,50,0,1
37,1,180150,9,15.0,0,1,0,0,0,45,0,1
41,0,182217,1,10.0,2,10,3,0,1,30,0,0
45,0,128378,0,9.0,0,6,0,1,0,40,0,0
63,0,125954,0,9.0,1,6,1,0,0,40,0,0
27,0,96219,0,9.0,2,5,2,0,1,32,0,0
42,0,289636,0,9.0,0,7,0,0,0,46,0,0
34,0,303867,2,13.0,0,1,0,0,0,40,0,1
47,3,167281,2,13.0,0,5,0,0,0,40,0,0
63,0,117681,0,9.0,2,9,1,0,0,25,0,0
35,1,190387,2,13.0,0,9,0,0,0,45,0,0
22,0,29810,1,10.0,1,7,2,0,1,30,0,0
27,0,95647,2,13.0,1,1,2,2,0,40,0,0
44,0,214242,1,10.0,0,7,0,0,0,50,0,1
62,0,159474,0,9.0,0,6,0,0,0,50,0,0
19,0,148644,0,9.0,1,3,2,0,1,40,0,0
30,0,123397,0,9.0,1,8,3,0,1,40,0,0
35,0,96824,1,10.0,2,5,3,0,1,40,0,0
26,0,239043,5,7.0,1,5,1,0,0,40,0,0
34,0,118605,6,10.0,0,1,0,0,0,55,0,0
48,0,285335,5,7.0,0,2,0,0,0,50,0,0
47,0,212944,0,9.0,0,7,0,0,0,70,0,1
18,0,210652,0,9.0,1,0,2,0,0,15,0,0
50,0,44942,0,9.0,0,6,0,0,0,48,0,1
25,0,184120,2,10.0,1,2,1,0,0,45,0,0
39,0,74163,11,8.0,2,4,1,0,1,40,0,0
50,0,71417,0,10.0,0,0,0,0,0,40,0,1
35,3,82622,1,10.0,0,2,0,0,0,80,0,0
63,0,257876,9,15.0,0,0,0,0,0,40,0,0
19,0,140399,1,10.0,1,0,5,0,1,30,0,0
41,0,210259,1,10.0,2,3,3,1,1,37,0,0
28,0,303440,2,13.0,3,2,1,0,1,50,0,1
48,0,105838,2,13.0,0,2,0,0,0,45,0,1
26,0,245465,6,12.0,1,4,2,0,0,30,0,0
47,1,255934,1,10.0,0,2,0,0,0,80,0,0
35,3,150488,2,13.0,1,1,1,0,1,40,0,0
43,1,89636,2,13.0,0,4,4,2,1,60,1,0
27,0,126730,0,9.0,1,4,1,0,1,40,0,0
20,0,89991,1,10.0,1,4,5,0,1,35,0,0
52,0,191968,0,9.0,1,3,1,0,1,40,0,0
54,0,76268,0,10.0,4,2,1,0,1,80,0,0
31,2,102130,3,14.0,0,1,0,0,0,45,0,0
39,0,225544,11,8.0,1,8,1,0,0,40,0,0
27,0,217530,0,9.0,1,4,2,0,1,45,1,0
55,1,319883,3,14.0,0,2,0,0,0,10,0,1
40,1,458168,2,13.0,0,1,0,0,0,60,0,0
38,0,102178,0,9.0,0,7,0,0,0,50,0,0
25,0,49092,0,9.0,0,7,0,0,0,50,0,0
53,4,290640,1,10.0,0,4,0,0,0,50,0,1
49,0,225456,2,13.0,0,2,0,0,0,40,0,1
43,0,91209,2,13.0,0,2,0,0,0,40,0,1
35,0,180647,1,10.0,1,1,1,1,1,40,0,0
30,0,170065,1,10.0,0,0,0,0,0,40,0,0
42,0,183479,4,11.0,0,4,0,0,0,40,0,1
36,1,179896,0,9.0,0,1,4,0,1,40,0,0
39,0,257942,0,10.0,1,2,1,0,0,40,0,0
48,4,106232,9,15.0,0,1,0,0,0,48,0,1
35,2,199674,0,9.0,1,5,3,1,1,40,0,0
34,0,298995,1,10.0,1,10,1,1,1,50,0,0
49,5,94754,3,14.0,0,3,0,0,0,40,0,1
22,0,304710,2,13.0,1,3,1,2,1,10,1,0
59,0,189664,1,10.0,0,4,0,0,0,40,0,0
43,0,150528,3,14.0,0,1,0,0,0,40,0,1
53,0,113176,0,9.0,2,4,1,0,1,40,0,0
30,5,234994,1,10.0,2,2,1,1,0,40,0,0
58,0,191069,0,9.0,0,4,0,0,0,40,0,1
37,0,185567,0,9.0,2,6,3,0,0,40,0,1
51,2,277024,0,9.0,3,11,1,1,0,40,0,0
29,2,383745,1,10.0,0,11,0,0,0,40,0,1
37,5,29054,1,10.0,0,3,0,0,0,42,0,1
59,0,148844,0,9.0,2,6,1,0,1,40,0,0
39,0,107302,0,9.0,0,1,0,0,0,45,0,1
55,0,135339,2,13.0,0,1,0,2,0,40,1,1
20,0,344394,1,10.0,1,5,1,0,1,30,0,0
43,0,70055,1,10.0,0,3,0,0,0,40,0,0
29,0,353352,4,11.0,1,0,5,0,0,40,0,0
42,1,373403,0,9.0,0,9,0,0,0,50,0,0
21,0,286853,0,9.0,1,5,2,0,0,35,0,0
27,4,89718,1,10.0,3,4,2,0,1,40,0,0
28,0,70034,2,13.0,0,4,0,0,0,45,0,1
44,2,136986,3,14.0,0,1,0,0,0,35,0,1
51,0,152596,0,9.0,0,11,0,0,0,40,0,0
35,0,204621,6,12.0,2,5,2,0,1,40,0,0
44,1,253250,3,14.0,0,1,0,0,0,54,0,0
25,0,44363,0,9.0,1,8,1,0,0,35,0,0
22,0,446140,0,9.0,1,4,2,0,0,55,0,0
62,0,186611,0,9.0,1,0,1,0,0,40,0,0
27,0,247711,0,9.0,0,3,4,0,1,40,0,0
20,0,99891,1,10.0,1,0,2,0,1,30,0,0
60,1,224377,0,9.0,0,4,0,0,0,40,0,0
31,0,177596,1,10.0,1,3,1,0,1,40,1,0
38,0,237091,1,10.0,5,5,3,0,1,36,1,0
44,0,210525,2,13.0,0,0,0,0,0,40,0,0
46,0,188386,0,9.0,2,5,2,0,0,40,0,0
36,1,140676,2,13.0,1,4,1,0,0,50,0,0
41,0,118484,1,10.0,3,4,1,0,0,40,0,0
34,0,244147,0,9.0,0,5,0,0,0,40,0,1
38,0,107164,1,10.0,0,2,0,0,0,55,0,1
35,0,154410,2,13.0,0,2,0,0,0,50,0,1
24,3,273905,6,12.0,0,11,0,0,0,50,0,0
74,0,99183,1,10.0,2,3,1,0,1,9,0,0
36,0,186110,1,10.0,0,7,0,0,0,40,0,0
32,0,251612,13,10.0,1,0,3,0,1,45,1,0
66,0,142723,13,3.0,5,8,3,0,1,40,1,0
40,0,111779,5,7.0,2,5,3,1,1,36,0,0
31,2,80058,0,9.0,1,6,2,0,0,64,0,0
32,0,101352,1,10.0,0,10,4,0,1,32,0,1
53,0,22154,1,10.0,0,0,0,0,0,40,0,0
39,1,246900,2,13.0,0,4,0,0,0,60,0,0
54,3,166774,3,14.0,1,1,1,0,1,45,0,0
25,1,259299,1,10.0,0,0,0,0,0,50,0,1
53,0,424079,3,14.0,0,2,0,0,0,55,0,1
64,0,192715,2,13.0,0,0,0,0,0,10,0,0
37,0,171524,13,3.0,0,0,0,1,0,40,0,0
51,0,253357,0,9.0,0,0,0,0,0,40,0,0
40,0,119101,1,10.0,0,0,0,0,0,40,0,1
33,1,123291,0,9.0,0,7,0,0,0,50,0,0
48,0,47343,3,14.0,0,1,0,0,0,40,0,1
18,0,35065,0,9.0,1,7,1,1,0,35,0,0
32,0,262024,0,9.0,1,5,2,1,0,38,0,0
18,0,233740,5,10.0,1,4,2,0,1,18,0,0
32,3,110171,1,10.0,0,1,4,0,1,40,0,1
30,5,76313,0,9.0,0,13,5,3,0,48,0,0
61,0,69285,0,9.0,0,0,0,0,0,37,0,0
45,0,230979,1,10.0,5,3,1,0,1,40,0,0
36,0,22245,0,9.0,0,4,0,0,0,40,0,1
49,1,393691,1,10.0,0,1,0,0,0,40,0,1
27,0,232801,7,6.0,2,6,5,0,1,40,0,0
58,0,94741,11,8.0,0,5,4,0,1,24,0,0
43,3,260960,2,13.0,0,1,0,0,0,50,0,0
20,0,421474,1,10.0,1,4,2,0,0,20,0,0
68,0,357233,0,9.0,4,8,5,0,1,10,0,0
74,0,145463,14,2.0,4,12,1,1,1,15,0,0
41,0,202508,0,9.0,0,6,0,0,0,48,0,0
17,0,193769,10,5.0,1,5,3,0,0,20,0,0
46,0,305160,14,10.0,0,8,0,0,0,40,1,0
50,0,121685,1,10.0,0,4,0,0,0,45,0,1
27,0,298635,3,14.0,0,1,0,2,0,40,1,1
22,0,136873,1,10.0,1,0,1,0,0,40,0,0
65,0,242580,1,10.0,2,1,1,0,0,50,0,1
49,0,315437,0,9.0,3,4,1,0,1,40,0,0
45,5,181970,0,9.0,0,3,0,0,0,40,0,0
41,0,247081,1,10.0,0,3,0,0,0,40,0,1
36,0,588739,2,13.0,2,4,1,0,1,40,1,0
18,0,160984,5,7.0,1,5,2,0,1,15,0,0
48,0,184513,2,13.0,0,0,0,0,0,80,0,1
35,0,92028,3,14.0,0,2,0,0,0,50,0,1
50,3,53497,3,14.0,0,1,0,0,0,46,0,1
45,0,38950,2,10.0,1,0,1,0,0,40,0,0
53,2,99682,3,10.0,2,1,1,0,1,40,0,0
57,0,183810,1,10.0,0,1,0,0,0,40,0,1
60,3,69251,3,14.0,0,1,0,2,0,38,1,1
33,0,350106,1,10.0,1,5,1,0,0,34,0,0
31,0,217460,0,9.0,2,0,1,0,0,45,0,0
45,3,67544,3,14.0,2,11,1,0,0,50,0,0
18,0,414166,11,8.0,1,5,2,1,1,32,0,0
25,0,217006,5,7.0,0,0,0,0,0,40,0,0
67,0,127921,0,9.0,0,2,0,0,0,40,0,1
40,0,174575,2,13.0,0,2,0,0,0,45,0,1
50,0,175804,0,9.0,0,4,0,0,0,48,0,0
56,4,303090,1,10.0,0,4,0,0,0,50,0,0
52,0,105428,1,10.0,0,0,0,0,0,12,0,0
22,0,200318,6,12.0,1,3,1,0,1,15,0,0
40,0,56651,0,9.0,0,6,0,0,0,40,0,0
26,0,134945,0,9.0,1,6,5,0,0,40,0,0
22,3,62865,1,10.0,1,3,1,0,1,8,0,0
60,0,154589,0,9.0,0,0,0,0,0,35,0,1
36,0,176101,1,10.0,0,8,0,0,0,40,0,0
29,0,351324,1,10.0,1,4,3,0,1,40,0,0
44,1,109684,3,14.0,2,2,3,0,1,40,0,0
53,4,152810,0,9.0,0,0,0,0,0,45,0,1
23,0,224217,5,7.0,1,7,1,0,0,40,1,0
18,0,301814,0,9.0,1,4,1,0,1,20,0,0
34,0,28053,2,13.0,5,3,1,0,1,25,0,0
63,0,165611,1,10.0,0,2,0,0,0,40,0,1
34,0,164190,1,10.0,0,1,0,0,0,38,0,1
42,0,374790,10,5.0,2,0,1,0,0,40,0,0
57,0,195835,1,10.0,5,3,1,0,0,40,0,0
49,0,423222,3,14.0,0,4,0,0,0,50,0,1
44,0,77313,0,9.0,2,3,3,0,1,40,0,0
50,0,100109,2,10.0,2,2,3,0,0,45,0,1
35,0,228881,0,9.0,1,0,5,4,0,40,1,0
40,0,190290,1,10.0,2,4,1,0,0,40,0,0
65,0,138247,1,10.0,4,4,1,0,1,22,0,0
64,0,148606,7,10.0,3,5,1,0,1,35,0,0
52,5,157454,0,9.0,1,6,1,0,1,40,0,0
62,1,265007,0,9.0,0,2,0,0,0,60,1,0
31,3,123037,1,10.0,1,10,1,0,0,13,0,0
24,0,237341,1,10.0,0,1,4,0,1,40,0,1
46,0,149161,1,10.0,0,2,0,2,0,60,0,0
18,0,131414,0,9.0,1,5,2,0,1,40,0,0
42,0,209392,0,9.0,2,11,1,1,0,35,0,0
34,0,173524,0,9.0,3,3,3,0,1,40,0,0
50,0,194186,0,9.0,0,0,0,0,0,60,0,0
59,0,98350,0,9.0,2,5,1,2,0,40,1,0
31,0,182237,7,6.0,3,7,3,0,0,40,0,0
33,4,40444,1,10.0,0,2,0,0,0,40,0,0
33,0,97521,0,9.0,1,3,2,0,0,40,0,0
43,4,150533,0,10.0,0,4,0,0,0,68,0,1
23,0,358434,2,13.0,1,1,3,1,1,40,0,0
47,1,168109,0,9.0,0,9,0,0,0,50,0,1
21,0,33616,1,10.0,1,3,2,0,1,25,0,0
19,0,83930,0,9.0,1,5,2,0,1,20,0,0
53,3,229465,12,16.0,0,1,0,0,0,50,0,1
71,0,211707,1,10.0,0,4,0,0,0,4,0,0
74,1,199136,2,13.0,4,0,1,0,0,8,1,1
27,0,85625,1,10.0,1,4,1,0,0,20,0,0
57,0,314153,2,13.0,0,4,0,0,0,55,0,1
31,0,329301,0,9.0,2,7,1,0,0,55,0,0
29,0,118337,0,9.0,0,7,0,0,0,60,0,0
42,0,109067,2,13.0,3,10,1,0,0,40,0,0
35,1,112497,0,9.0,0,0,5,0,0,35,1,0
41,3,73199,2,13.0,0,2,0,2,0,40,0,0
20,0,360457,1,10.0,1,2,2,0,1,30,0,0
32,0,258406,1,10.0,1,0,3,0,0,72,1,0
41,4,153078,0,9.0,0,2,0,2,0,70,1,1
35,3,318891,6,12.0,4,2,1,0,1,40,0,0
19,0,179991,0,9.0,1,5,2,0,1,35,0,0
24,0,90046,2,13.0,3,2,1,0,1,40,0,0
23,0,434467,1,10.0,0,10,0,0,0,42,0,0
54,0,335177,0,9.0,2,0,3,0,0,45,0,0
60,0,225883,1,10.0,4,4,3,0,1,27,0,0
18,0,249857,1,10.0,1,5,2,0,0,20,0,0
22,0,190916,1,10.0,1,10,2,0,1,40,0,0
24,0,108670,4,11.0,1,5,3,0,1,32,0,0
42,2,101593,2,13.0,0,11,0,0,0,42,0,0
57,0,74156,0,9.0,0,5,0,0,0,30,0,0
34,0,34572,0,9.0,1,8,1,0,0,60,0,0
34,0,506858,4,11.0,0,0,0,0,0,32,0,1
34,0,45114,2,13.0,1,4,2,1,1,40,0,0
43,3,241506,2,13.0,2,1,3,0,1,36,0,0
32,0,366876,0,9.0,0,0,0,0,0,40,0,0
31,1,122749,4,11.0,2,0,2,0,0,20,0,0
43,0,315037,2,10.0,0,0,0,0,0,45,0,1
38,1,423616,0,9.0,0,4,4,0,1,24,0,1
49,0,133917,4,10.0,1,4,5,1,0,40,0,0
44,0,172475,0,9.0,2,3,1,2,1,40,1,0
56,0,265518,1,10.0,0,1,0,0,0,45,0,0
52,2,199995,3,14.0,0,2,0,0,0,60,0,0
21,0,157893,0,9.0,1,7,2,0,1,40,0,0
50,0,237735,13,10.0,0,7,0,0,0,37,1,0
34,0,31752,0,9.0,2,6,5,0,1,40,0,0
19,0,269657,1,10.0,1,4,1,0,1,35,0,0
54,2,188588,13,3.0,1,6,1,0,0,35,0,0
23,5,361278,1,10.0,1,8,1,0,1,20,0,0
64,5,168854,1,10.0,4,2,1,0,1,25,0,0
49,4,65535,0,9.0,0,1,0,0,0,60,0,0
55,3,296991,9,15.0,0,1,0,0,0,40,0,1
70,0,147558,2,13.0,2,0,1,0,1,7,0,0
46,0,269890,0,9.0,2,0,1,1,0,40,0,0
25,0,1484705,1,10.0,2,2,3,0,1,25,0,0
32,0,154785,1,10.0,1,3,3,2,1,40,1,0
39,0,84954,1,10.0,0,4,0,0,0,65,0,0
26,0,340787,0,9.0,0,1,0,0,0,40,0,0
24,2,126613,2,10.0,1,1,2,0,1,20,0,0
35,0,178322,2,13.0,0,4,0,0,0,40,0,1
63,0,221592,0,9.0,0,0,0,0,0,40,0,1
50,2,199995,2,13.0,2,11,1,0,0,40,0,1
22,0,210474,0,9.0,1,5,1,0,1,40,0,0
55,0,247552,1,10.0,0,4,0,0,0,56,0,0
63,0,264968,2,13.0,1,3,1,0,0,40,0,0
41,0,356934,1,10.0,0,10,0,0,0,45,0,1
33,4,182714,2,13.0,1,1,1,0,1,40,0,0
39,0,237713,9,15.0,0,4,0,0,0,99,0,1
45,0,140644,12,16.0,2,1,1,0,0,45,0,1
20,0,258509,0,9.0,1,6,2,1,0,40,0,0
57,0,113090,0,9.0,0,3,0,0,0,40,0,1
51,2,114508,10,5.0,3,5,5,0,1,40,0,0
30,3,270218,2,13.0,1,3,2,1,1,40,0,0
17,0,293440,5,7.0,1,3,2,0,1,15,0,0
51,0,215404,2,13.0,0,1,0,3,0,40,0,1
28,0,119793,4,11.0,2,2,1,0,0,50,0,1
22,0,74631,1,10.0,1,8,2,0,1,13,0,0
39,0,207185,1,10.0,0,2,4,0,1,35,1,1
20,0,148294,1,10.0,1,5,2,0,0,40,0,0
27,0,176972,4,11.0,1,0,1,0,0,40,0,0
41,0,221172,2,13.0,1,2,2,0,0,40,0,0
29,0,55390,0,9.0,0,0,0,0,0,40,0,1
36,0,369843,0,9.0,0,5,0,0,0,50,0,0
29,0,162002,0,9.0,1,5,2,0,1,35,0,0
56,0,124771,0,10.0,0,6,0,0,0,40,0,0
48,0,48553,1,10.0,1,2,1,0,0,72,0,0
51,2,35211,3,14.0,0,1,0,3,0,40,0,0
34,0,73296,5,10.0,1,0,1,1,1,40,0,0
24,0,161708,0,9.0,2,2,1,0,1,45,0,1
61,0,213321,1,10.0,0,2,0,0,0,40,0,0
30,2,118500,2,13.0,1,1,1,0,1,40,0,0
35,0,160120,3,14.0,0,2,0,2,0,50,0,1
79,0,23275,7,6.0,0,0,0,0,0,20,0,0
26,2,242464,0,9.0,0,11,0,0,0,40,0,1
35,0,216068,6,12.0,2,10,3,0,1,40,0,0
41,1,111232,1,10.0,0,2,0,0,0,50,0,0
49,0,318331,0,10.0,2,6,1,0,0,40,0,0
57,0,335605,1,10.0,0,1,0,0,0,40,0,1
25,0,184303,8,4.0,1,12,5,0,1,40,1,0
47,0,294443,4,11.0,2,0,1,0,1,40,0,0
39,1,218490,9,15.0,0,1,0,0,0,50,0,1
47,0,155107,0,9.0,0,10,0,0,0,40,0,0
50,0,104501,0,9.0,0,0,0,0,0,40,0,1
46,1,277946,6,12.0,3,0,1,0,0,40,0,0
53,0,122109,0,9.0,3,3,3,0,1,38,0,0
52,0,189728,0,9.0,3,12,1,0,1,50,0,0
22,0,167787,0,9.0,1,5,1,0,1,40,0,0
40,3,269733,4,11.0,1,0,1,0,0,40,0,0
38,0,396595,1,10.0,0,0,0,2,0,40,0,1
27,0,232782,1,10.0,1,4,2,0,1,40,0,0
46,5,80057,0,9.0,0,3,0,0,0,40,1,1
24,0,86745,2,13.0,1,3,5,2,1,16,0,0
48,0,83444,0,9.0,0,1,0,0,0,40,0,0
23,0,396099,0,9.0,1,5,1,0,1,25,0,0
41,2,89172,1,10.0,0,9,0,0,0,40,0,1
46,3,104908,0,9.0,1,5,3,1,1,40,0,0
50,1,169112,1,10.0,0,1,0,0,0,25,0,0
53,0,177063,1,10.0,0,4,0,0,0,45,0,0
49,2,321851,6,12.0,2,3,1,0,1,30,0,0
41,0,206470,2,13.0,0,1,0,0,0,40,1,0
54,1,226735,0,9.0,0,5,0,1,0,45,0,0
35,3,211115,1,10.0,1,11,1,1,0,40,0,0
45,3,90803,1,10.0,0,3,0,0,0,40,0,0
43,0,157473,0,9.0,0,8,4,0,1,48,0,0
38,0,320811,1,10.0,0,0,0,0,0,40,0,0
49,0,196707,2,13.0,0,2,0,0,0,45,0,1
46,0,98012,4,11.0,2,3,1,0,1,40,0,0
37,0,127772,2,13.0,0,2,0,0,0,50,0,1
24,0,59146,0,9.0,3,4,3,0,1,48,0,0
54,4,129432,2,13.0,0,2,0,0,0,40,0,1
44,4,151089,0,9.0,0,2,0,0,0,70,0,1
32,3,169583,12,16.0,1,1,1,0,1,70,0,0
21,0,273403,4,11.0,1,5,1,0,1,50,0,0
31,5,334346,2,13.0,0,2,0,0,0,40,0,1
25,0,32275,1,10.0,0,2,4,4,1,40,0,0
